standard	time	wmstart	depth	wmdisp15	wmwg15	depth1	wg1	wg2	wg3	wg4	wg5	wg6	wg7	wg8	ruwg1	ruwg2	ruwg3	uswg1	uswg2	pres1	pres2	pres3	pres4	pres5	pres6	load1
3.6368	0.0	0.0020494	-2.7102	-4.3438	0.0024042	1.1771	-0.87371	-0.86259	-0.8715700000000001	-0.92111	-0.9245700000000001	-0.9403600000000001	-0.96173	-0.97557	-1.0295	-0.95799	-1.0725	3.5952	-2.2338	0.036575	0.037344999999999996	0.063938	0.08102100000000001	0.06801499999999999	0.059626	0.0021228
3.6371	0.02	0.0017273	-2.71	-4.3432	0.0024042	1.1772	-0.8732200000000001	-0.86275	-0.87092	-0.92111	-0.92425	-0.94052	-0.96205	-0.97606	-1.0295	-0.95831	-1.072	3.5954	-2.233	0.036575	0.037667	0.063777	0.08102100000000001	0.067854	0.05898200000000001	0.0021228
3.6373	0.04	0.0015663	-2.7103	-4.3429	0.0025651999999999997	1.1771	-0.87403	-0.86275	-0.87141	-0.92127	-0.92409	-0.941	-0.9618899999999999	-0.97557	-1.0297	-0.95799	-1.0723	3.5952	-2.2332	0.036414	0.037506	0.063777	0.081343	0.06769299999999999	0.059626	0.0019617999999999997
3.637	0.06	0.0017273	-2.7102	-4.3435	0.0024042	1.1772	-0.87339	-0.8619399999999999	-0.87092	-0.92111	-0.9239299999999999	-0.94084	-0.96173	-0.9762200000000001	-1.0297	-0.95831	-1.0725	3.5954	-2.2333	0.036092	0.037506	0.063938	0.08102100000000001	0.06769299999999999	0.059303999999999996	0.0019617999999999997
3.6373	0.08	0.0018882999999999999	-2.7102	-4.3437	0.0022432	1.1767	-0.8732200000000001	-0.8624200000000001	-0.87141	-0.92143	-0.9239299999999999	-0.94068	-0.96157	-0.9758899999999999	-1.0295	-0.95863	-1.0721	3.6051	-2.2333	0.036414	0.037183999999999995	0.064099	0.08086	0.06721	0.058338	0.0026058
3.6375	0.1	0.0017273	-2.71	-4.3429	0.0025651999999999997	1.1772	-0.8732200000000001	-0.8621	-0.87125	-0.92143	-0.9245700000000001	-0.94068	-0.9614	-0.9762200000000001	-1.0295	-0.95799	-1.0717	3.6125	-2.235	0.036414	0.037344999999999996	0.063777	0.081665	0.067854	0.058499	0.0027668000000000002
3.6376	0.12	0.0020494	-2.71	-4.3422	0.0032091000000000003	1.1772	-0.87355	-0.86339	-0.8718899999999999	-0.92111	-0.92376	-0.9403600000000001	-0.96173	-0.9763799999999999	-1.0292	-0.95815	-1.072	3.6096	-2.2332	0.036253	0.037667	0.063938	0.081182	0.06801499999999999	0.05898200000000001	0.0021228
3.6373	0.14	0.0018882999999999999	-2.71	-4.342	0.0028872	1.1775	-0.87274	-0.8617799999999999	-0.87044	-0.92095	-0.92376	-0.94068	-0.9618899999999999	-0.97606	-1.0297	-0.95831	-1.0725	3.6115	-2.233	0.036092	0.037506	0.063777	0.08102100000000001	0.068176	0.05898200000000001	0.0022838
3.6373	0.16	0.0018882999999999999	-2.71	-4.3425	0.0025651999999999997	1.1772	-0.87274	-0.8624200000000001	-0.87141	-0.92127	-0.9239299999999999	-0.9403600000000001	-0.9614	-0.9763799999999999	-1.0292	-0.95895	-1.0721	3.6078	-2.2332	0.036092	0.037667	0.06361599999999999	0.081343	0.06801499999999999	0.058499	0.0022838
3.6373	0.18	0.0020494	-2.7102	-4.3437	0.0022432	1.1774	-0.8732200000000001	-0.86259	-0.87125	-0.92079	-0.92376	-0.94052	-0.96173	-0.97606	-1.0297	-0.95815	-1.072	3.5919	-2.2332	0.036575	0.037667	0.064099	0.081182	0.06769299999999999	0.05898200000000001	0.0019617999999999997
3.6375	0.2	0.0022104	-2.7105	-4.343	0.0022432	1.1767	-0.8732200000000001	-0.86275	-0.87092	-0.92127	-0.92376	-0.9403600000000001	-0.9614	-0.9762200000000001	-1.0292	-0.95847	-1.072	3.5931	-2.2332	0.036575	0.037344999999999996	0.064099	0.081182	0.067854	0.058660000000000004	0.0024448
3.6367	0.22	0.0017273	-2.7103	-4.3432	0.0025651999999999997	1.1774	-0.8730600000000001	-0.86275	-0.8706	-0.92079	-0.92425	-0.94068	-0.96157	-0.9763799999999999	-1.0292	-0.95863	-1.0721	3.593	-2.2335	0.036414	0.037667	0.064421	0.081343	0.06753200000000001	0.05898200000000001	0.0027668000000000002
3.6371	0.24	0.0020494	-2.7107	-4.343	0.0028872	1.1771	-0.87355	-0.8630700000000001	-0.87125	-0.92143	-0.9245700000000001	-0.94052	-0.96157	-0.9758899999999999	-1.0294	-0.9587899999999999	-1.0717	3.593	-2.2332	0.036253	0.037667	0.064099	0.081182	0.06753200000000001	0.059303999999999996	0.0026058
3.637	0.26	0.0022104	-2.7103	-4.3433	0.0025651999999999997	1.1774	-0.87274	-0.8624200000000001	-0.8707600000000001	-0.92111	-0.92425	-0.9402	-0.96173	-0.9763799999999999	-1.0297	-0.95847	-1.0718	3.5931	-2.233	0.036897000000000006	0.037667	0.06426	0.080699	0.06801499999999999	0.05898200000000001	0.0022838
3.6373	0.28	0.0020494	-2.71	-4.3432	0.0022432	1.1777	-0.87339	-0.86275	-0.87044	-0.92079	-0.92425	-0.94084	-0.9618899999999999	-0.9758899999999999	-1.0297	-0.95847	-1.072	3.5949	-2.233	0.036736000000000005	0.037828	0.063777	0.08086	0.06769299999999999	0.058499	0.0026058
3.6373	0.3	0.0018882999999999999	-2.7098	-4.3429	0.0024042	1.1774	-0.87403	-0.8632299999999999	-0.87125	-0.92079	-0.9236	-0.94068	-0.96157	-0.9762200000000001	-1.0294	-0.95847	-1.0723	3.5943	-2.2335	0.036414	0.037506	0.063938	0.08086	0.068659	0.05898200000000001	0.0026058
3.6373	0.32	0.0018882999999999999	-2.7102	-4.3427	0.0030480999999999998	1.1774	-0.87339	-0.8632299999999999	-0.8710899999999999	-0.92063	-0.92425	-0.9402	-0.96173	-0.9762200000000001	-1.0295	-0.95863	-1.072	3.5957	-2.233	0.036897000000000006	0.037667	0.063938	0.081182	0.067854	0.059465	0.0022838
3.6371	0.34	0.0022104	-2.7098	-4.3432	0.0025651999999999997	1.1775	-0.8729	-0.8630700000000001	-0.8706	-0.92127	-0.9245700000000001	-0.94052	-0.96173	-0.9762200000000001	-1.0292	-0.9587899999999999	-1.0715	3.5954	-2.2332	0.036897000000000006	0.037506	0.06361599999999999	0.08102100000000001	0.06801499999999999	0.058499	0.0024448
3.6376	0.36	0.0018882999999999999	-2.7105	-4.3435	0.0024042	1.1774	-0.87355	-0.86403	-0.8706	-0.9204700000000001	-0.9244100000000001	-0.94084	-0.9610799999999999	-0.97541	-1.0292	-0.95831	-1.0718	3.5951	-2.2332	0.036253	0.037506	0.064099	0.081182	0.068176	0.058499	0.0022838
3.6373	0.38	0.0022104	-2.7098	-4.3427	0.0022432	1.1775	-0.8721	-0.8621	-0.8701200000000001	-0.92063	-0.92425	-0.94068	-0.96157	-0.9758899999999999	-1.0292	-0.95911	-1.0717	3.5927	-2.2329	0.036575	0.037667	0.06426	0.081343	0.06801499999999999	0.05898200000000001	0.0024448
3.6378	0.4	0.0020494	-2.7098	-4.3435	0.0022432	1.1775	-0.87371	-0.8632299999999999	-0.87125	-0.9204700000000001	-0.9239299999999999	-0.94084	-0.96157	-0.9758899999999999	-1.0295	-0.95847	-1.0723	3.5938	-2.2333	0.036736000000000005	0.037344999999999996	0.063938	0.08102100000000001	0.067854	0.059142999999999994	0.0027668000000000002
3.6375	0.42	0.0020494	-2.7105	-4.3437	0.0020821999999999998	1.1772	-0.87403	-0.86275	-0.8706	-0.9204700000000001	-0.9244100000000001	-0.941	-0.9614	-0.97606	-1.0294	-0.95799	-1.0723	3.5927	-2.2333	0.036414	0.037344999999999996	0.063938	0.08086	0.06769299999999999	0.058660000000000004	0.0022838
3.6371	0.44	0.0018882999999999999	-2.71	-4.3437	0.0025651999999999997	1.1775	-0.8732200000000001	-0.8630700000000001	-0.87092	-0.92079	-0.92425	-0.941	-0.96173	-0.9762200000000001	-1.0289	-0.95911	-1.0713	3.5935	-2.233	0.036897000000000006	0.037667	0.064582	0.081182	0.06801499999999999	0.059465	0.0024448
3.6371	0.46	0.0023714	-2.71	-4.3432	0.0027262	1.1772	-0.8729	-0.86259	-0.8706	-0.9204700000000001	-0.9245700000000001	-0.94084	-0.9618899999999999	-0.97606	-1.0298	-0.95863	-1.0717	3.5954	-2.2335	0.036575	0.037667	0.063777	0.08102100000000001	0.067854	0.058338	0.0021228
3.6371	0.48	0.0020494	-2.7098	-4.3422	0.0028872	1.1775	-0.8730600000000001	-0.8630700000000001	-0.8706	-0.9204700000000001	-0.9244100000000001	-0.94084	-0.9618899999999999	-0.9758899999999999	-1.029	-0.9587899999999999	-1.0718	3.5954	-2.2332	0.036575	0.037667	0.064099	0.080377	0.06769299999999999	0.058499	0.0022838
3.6373	0.5	0.0020494	-2.7098	-4.3427	0.0025651999999999997	1.1775	-0.8729	-0.86275	-0.8701200000000001	-0.92063	-0.9244100000000001	-0.94052	-0.96173	-0.97606	-1.0297	-0.95847	-1.0718	3.5928	-2.2333	0.036897000000000006	0.037506	0.063777	0.081665	0.06769299999999999	0.057694	0.0026058
3.6371	0.52	0.0017273	-2.7107	-4.3435	0.0025651999999999997	1.1774	-0.8730600000000001	-0.86259	-0.8706	-0.92111	-0.9244100000000001	-0.941	-0.96173	-0.97606	-1.0292	-0.9596	-1.0718	3.5954	-2.2333	0.036575	0.037828	0.064421	0.081343	0.068176	0.058660000000000004	0.0027668000000000002
3.6375	0.54	0.0018882999999999999	-2.7102	-4.3437	0.0027262	1.1772	-0.8732200000000001	-0.86275	-0.8710899999999999	-0.92063	-0.92425	-0.941	-0.96173	-0.9758899999999999	-1.0298	-0.9587899999999999	-1.0717	3.596	-2.2332	0.036575	0.037506	0.064099	0.081182	0.06801499999999999	0.059465	0.0018008
3.6373	0.56	0.0022104	-2.71	-4.3433	0.0022432	1.1775	-0.8730600000000001	-0.8630700000000001	-0.87044	-0.92079	-0.9245700000000001	-0.94068	-0.9614	-0.97606	-1.0294	-0.95911	-1.0715	3.5948	-2.2333	0.036897000000000006	0.037344999999999996	0.06426	0.081343	0.068176	0.058660000000000004	0.0027668000000000002
3.6375	0.58	0.0020494	-2.7102	-4.3432	0.0028872	1.1775	-0.87339	-0.8629100000000001	-0.8710899999999999	-0.9204700000000001	-0.9244100000000001	-0.94068	-0.9618899999999999	-0.9762200000000001	-1.0294	-0.9596	-1.0718	3.5951	-2.2332	0.036736000000000005	0.037667	0.063777	0.081182	0.06769299999999999	0.058821000000000005	0.0022838
3.6375	0.6	0.0018882999999999999	-2.7098	-4.3435	0.0024042	1.1775	-0.87339	-0.8630700000000001	-0.87092	-0.92079	-0.92425	-0.941	-0.9618899999999999	-0.9757299999999999	-1.0297	-0.9594299999999999	-1.0721	3.5964	-2.2333	0.036253	0.037506	0.063938	0.08102100000000001	0.06769299999999999	0.058660000000000004	0.0022838
3.6376	0.62	0.0015663	-2.71	-4.343	0.0025651999999999997	1.1779	-0.87387	-0.8630700000000001	-0.8715700000000001	-0.92111	-0.9244100000000001	-0.94068	-0.96173	-0.9763799999999999	-1.029	-0.9592700000000001	-1.0725	3.5952	-2.2332	0.036092	0.037506	0.063938	0.081182	0.06753200000000001	0.059303999999999996	0.0024448
3.6373	0.64	0.0018882999999999999	-2.7097	-4.3429	0.0025651999999999997	1.1777	-0.87403	-0.8629100000000001	-0.8715700000000001	-0.92095	-0.9244100000000001	-0.94052	-0.96173	-0.9762200000000001	-1.0292	-0.95895	-1.0725	3.5956	-2.2335	0.036253	0.037828	0.064099	0.081182	0.06801499999999999	0.058499	0.0021228
3.6375	0.66	0.0020494	-2.71	-4.3429	0.0025651999999999997	1.1775	-0.87355	-0.86226	-0.8715700000000001	-0.92063	-0.9239299999999999	-0.94068	-0.96157	-0.9762200000000001	-1.0287	-0.9594299999999999	-1.0723	3.5956	-2.2332	0.036414	0.037506	0.063777	0.08086	0.06769299999999999	0.059142999999999994	0.0019617999999999997
3.6368	0.68	0.0018882999999999999	-2.7102	-4.3433	0.0022432	1.1777	-0.87339	-0.86275	-0.87141	-0.92095	-0.92409	-0.94052	-0.96205	-0.9762200000000001	-1.0297	-0.95895	-1.0721	3.5954	-2.2335	0.036253	0.037667	0.064099	0.08086	0.06753200000000001	0.059787	0.0021228
3.6375	0.7	0.0017273	-2.7105	-4.3427	0.0028872	1.1775	-0.87355	-0.86259	-0.8717299999999999	-0.92111	-0.9247299999999999	-0.94068	-0.96173	-0.97654	-1.0287	-0.9599200000000001	-1.0723	3.5957	-2.2333	0.035931	0.037183999999999995	0.063938	0.081987	0.06769299999999999	0.059948	0.0021228
3.6378	0.72	0.0020494	-2.71	-4.3435	0.0022432	1.1777	-0.87339	-0.8624200000000001	-0.87125	-0.92111	-0.9247299999999999	-0.94084	-0.96157	-0.97606	-1.029	-0.95911	-1.0721	3.5954	-2.2333	0.036253	0.037506	0.064099	0.081343	0.068176	0.059626	0.0026058
3.6376	0.74	0.0015663	-2.7098	-4.3437	0.0024042	1.1772	-0.8741899999999999	-0.86259	-0.87141	-0.92127	-0.9244100000000001	-0.94116	-0.9614	-0.9762200000000001	-1.0297	-0.9596	-1.0723	3.5957	-2.2337	0.036736000000000005	0.037344999999999996	0.064099	0.08102100000000001	0.06769299999999999	0.059465	0.0019617999999999997
3.6373	0.76	0.0017273	-2.7102	-4.3429	0.0024042	1.1771	-0.87339	-0.8624200000000001	-0.8717299999999999	-0.9215899999999999	-0.92425	-0.94052	-0.96205	-0.97654	-1.0289	-0.9596	-1.0718	3.5956	-2.2332	0.036575	0.037506	0.063777	0.08086	0.068176	0.059465	0.0022838
3.6375	0.78	0.0018882999999999999	-2.7102	-4.3433	0.0025651999999999997	1.1774	-0.8741899999999999	-0.86339	-0.87205	-0.92095	-0.9245700000000001	-0.94084	-0.96205	-0.9758899999999999	-1.0292	-0.9594299999999999	-1.0717	3.5957	-2.2333	0.036575	0.037183999999999995	0.063777	0.081343	0.06801499999999999	0.059142999999999994	0.0024448
3.6373	0.8	0.0017273	-2.7105	-4.3433	0.0027262	1.1775	-0.87387	-0.86355	-0.8723700000000001	-0.9215899999999999	-0.92409	-0.94084	-0.96173	-0.97654	-1.0292	-0.9599200000000001	-1.0721	3.5957	-2.2337	0.036575	0.037344999999999996	0.063777	0.08102100000000001	0.06801499999999999	0.05898200000000001	0.0024448
3.6371	0.82	0.0015663	-2.711	-4.3433	0.0022432	1.1779	-0.8746700000000001	-0.86387	-0.8723700000000001	-0.92111	-0.9247299999999999	-0.941	-0.96173	-0.97606	-1.0295	-0.9592700000000001	-1.0721	3.5956	-2.2333	0.036414	0.037344999999999996	0.064099	0.08086	0.06769299999999999	0.058177	0.0021228
3.6373	0.84	0.0022104	-2.7103	-4.3429	0.0024042	1.1774	-0.87403	-0.86259	-0.8718899999999999	-0.9215899999999999	-0.9245700000000001	-0.94084	-0.96205	-0.9763799999999999	-1.0294	-0.9597600000000001	-1.0717	3.5959	-2.2332	0.036897000000000006	0.037667	0.064582	0.081182	0.06753200000000001	0.057855	0.0019617999999999997
3.6371	0.86	0.0017273	-2.7102	-4.343	0.0028872	1.1775	-0.87371	-0.8629100000000001	-0.8723700000000001	-0.92143	-0.9244100000000001	-0.94052	-0.9618899999999999	-0.9763799999999999	-1.0292	-0.9597600000000001	-1.0721	3.5959	-2.2335	0.036575	0.037667	0.063938	0.081504	0.06801499999999999	0.058499	0.0018008
3.6373	0.88	0.0018882999999999999	-2.7103	-4.3435	0.0024042	1.1774	-0.87403	-0.8630700000000001	-0.8717299999999999	-0.92143	-0.92425	-0.941	-0.96205	-0.97654	-1.0292	-0.96024	-1.0721	3.5952	-2.2337	0.036253	0.037506	0.064099	0.080699	0.067854	0.059142999999999994	0.0021228
3.6371	0.9	0.0017273	-2.7102	-4.3435	0.0022432	1.1775	-0.8746700000000001	-0.8637100000000001	-0.8727	-0.9219200000000001	-0.9247299999999999	-0.94068	-0.96205	-0.9763799999999999	-1.029	-0.96024	-1.0725	3.5936	-2.2335	0.036736000000000005	0.037344999999999996	0.064099	0.08102100000000001	0.067854	0.058499	0.0022838
3.6373	0.92	0.0018882999999999999	-2.7102	-4.3438	0.0025651999999999997	1.1777	-0.8746700000000001	-0.86355	-0.87221	-0.92111	-0.9244100000000001	-0.94132	-0.9618899999999999	-0.9763799999999999	-1.0294	-0.9597600000000001	-1.0725	3.5946	-2.2333	0.036253	0.037183999999999995	0.063777	0.08086	0.067371	0.056889	0.0022838
3.6373	0.94	0.0018882999999999999	-2.7107	-4.3425	0.0025651999999999997	1.1774	-0.87435	-0.86355	-0.8727	-0.9215899999999999	-0.92409	-0.94068	-0.9618899999999999	-0.97654	-1.0292	-0.9599200000000001	-1.0718	3.5946	-2.2337	0.036253	0.037667	0.06426	0.08086	0.06801499999999999	0.057694	0.0024448
3.6368	0.96	0.0017273	-2.7105	-4.3438	0.0020821999999999998	1.1774	-0.8748299999999999	-0.86339	-0.8723700000000001	-0.92111	-0.92409	-0.94084	-0.96173	-0.97606	-1.0294	-0.95911	-1.0717	3.5967	-2.2333	0.036414	0.037183999999999995	0.064099	0.080699	0.06801499999999999	0.058338	0.0021228
3.6371	0.98	0.0015663	-2.7103	-4.3432	0.0027262	1.1775	-0.8746700000000001	-0.8637100000000001	-0.8727	-0.92143	-0.9244100000000001	-0.941	-0.96173	-0.9763799999999999	-1.029	-0.9597600000000001	-1.072	3.5944	-2.2337	0.036575	0.037667	0.064099	0.081182	0.06801499999999999	0.058660000000000004	0.0021228
3.6371	1.0	0.0015663	-2.7098	-4.3432	0.0025651999999999997	1.1777	-0.87451	-0.8637100000000001	-0.87221	-0.92111	-0.9247299999999999	-0.941	-0.9618899999999999	-0.97654	-1.0297	-0.9596	-1.0723	3.5922	-2.2337	0.036414	0.037506	0.06426	0.08086	0.06801499999999999	0.059465	0.0022838
3.637	1.02	0.0018882999999999999	-2.7105	-4.3438	0.0022432	1.1775	-0.87516	-0.8646799999999999	-0.8725299999999999	-0.9215899999999999	-0.9247299999999999	-0.94132	-0.96221	-0.9763799999999999	-1.0298	-0.9600799999999999	-1.0721	3.5931	-2.2337	0.036414	0.037344999999999996	0.063938	0.08086	0.06801499999999999	0.058016	0.0019617999999999997
3.637	1.04	0.0015663	-2.7105	-4.3438	0.0022432	1.1772	-0.8746700000000001	-0.86403	-0.8723700000000001	-0.92127	-0.9245700000000001	-0.94084	-0.96205	-0.9767	-1.0294	-0.96024	-1.0723	3.5927	-2.2335	0.036092	0.037344999999999996	0.063777	0.080538	0.06769299999999999	0.058177	0.0019617999999999997
3.6373	1.06	0.0018882999999999999	-2.7105	-4.3435	0.0024042	1.1774	-0.8746700000000001	-0.8642	-0.8717299999999999	-0.92127	-0.92425	-0.941	-0.9618899999999999	-0.9762200000000001	-1.0294	-0.9600799999999999	-1.0725	3.593	-2.2337	0.036253	0.037183999999999995	0.063938	0.08086	0.06769299999999999	0.058660000000000004	0.0021228
3.6368	1.08	0.0018882999999999999	-2.7103	-4.3437	0.0025651999999999997	1.1774	-0.8741899999999999	-0.86387	-0.8717299999999999	-0.92111	-0.9244100000000001	-0.941	-0.96221	-0.9768600000000001	-1.029	-0.96024	-1.0723	3.5933	-2.2337	0.036092	0.037344999999999996	0.063777	0.081343	0.06753200000000001	0.057855	0.0022838
3.6371	1.1	0.0017273	-2.7105	-4.3433	0.0019212	1.1775	-0.8746700000000001	-0.86436	-0.87205	-0.92095	-0.9244100000000001	-0.94132	-0.9618899999999999	-0.97606	-1.0297	-0.9596	-1.0721	3.5944	-2.2335	0.036253	0.037506	0.063777	0.08086	0.067854	0.058016	0.0018008
3.6371	1.12	0.0012442	-2.7102	-4.3432	0.0024042	1.1775	-0.8746700000000001	-0.8630700000000001	-0.8715700000000001	-0.92095	-0.9244100000000001	-0.94165	-0.96221	-0.9763799999999999	-1.0295	-0.9605600000000001	-1.0725	3.5939	-2.2337	0.035931	0.037506	0.063938	0.081182	0.067854	0.059142999999999994	0.0021228
3.6373	1.14	0.0017273	-2.7103	-4.3427	0.0025651999999999997	1.1777	-0.8746700000000001	-0.86403	-0.87205	-0.92095	-0.92425	-0.94116	-0.9618899999999999	-0.9762200000000001	-1.0295	-0.9600799999999999	-1.0723	3.5956	-2.2333	0.036414	0.037344999999999996	0.063938	0.081182	0.06801499999999999	0.05898200000000001	0.0019617999999999997
3.637	1.16	0.0018882999999999999	-2.71	-4.3433	0.0020821999999999998	1.1775	-0.875	-0.86403	-0.8718899999999999	-0.92079	-0.92376	-0.94132	-0.96221	-0.97606	-1.0292	-0.9600799999999999	-1.0729	3.5936	-2.2338	0.035931	0.037344999999999996	0.063777	0.08086	0.067371	0.058177	0.0018008
3.6371	1.18	0.0018882999999999999	-2.7105	-4.343	0.0025651999999999997	1.1775	-0.87516	-0.8645200000000001	-0.8728600000000001	-0.92095	-0.92425	-0.941	-0.96221	-0.9768600000000001	-1.029	-0.9600799999999999	-1.072	3.5944	-2.2338	0.036253	0.037183999999999995	0.063938	0.08102100000000001	0.06753200000000001	0.058499	0.0021228
3.6373	1.2	0.0012442	-2.7102	-4.3429	0.0030480999999999998	1.1779	-0.8753200000000001	-0.8642	-0.87205	-0.92127	-0.9244100000000001	-0.941	-0.96173	-0.97654	-1.0289	-0.9599200000000001	-1.0721	3.5959	-2.234	0.035931	0.037344999999999996	0.063938	0.08086	0.067854	0.058177	0.0016398
3.6375	1.22	0.0012442	-2.7105	-4.343	0.0022432	1.1777	-0.8753200000000001	-0.8637100000000001	-0.87221	-0.9204700000000001	-0.9245700000000001	-0.94132	-0.9618899999999999	-0.97654	-1.029	-0.9600799999999999	-1.0721	3.5922	-2.2338	0.036092	0.037183999999999995	0.064099	0.081343	0.06769299999999999	0.057533	0.0019617999999999997
3.6371	1.24	0.0015663	-2.7105	-4.3425	0.0025651999999999997	1.1775	-0.8754799999999999	-0.8642	-0.87141	-0.92095	-0.9245700000000001	-0.94116	-0.96221	-0.97654	-1.0297	-0.96024	-1.0723	3.5949	-2.2338	0.036092	0.037344999999999996	0.063455	0.08102100000000001	0.06769299999999999	0.057372	0.0019617999999999997
3.637	1.26	0.0017273	-2.7102	-4.3432	0.0020821999999999998	1.1774	-0.8753200000000001	-0.8645200000000001	-0.8723700000000001	-0.92095	-0.9252100000000001	-0.94116	-0.96205	-0.9763799999999999	-1.0297	-0.9597600000000001	-1.0723	3.5957	-2.2337	0.036092	0.037344999999999996	0.06361599999999999	0.080377	0.067854	0.05898200000000001	0.0019617999999999997
3.6371	1.28	0.0014053	-2.7105	-4.3433	0.0019212	1.1779	-0.8758	-0.8637100000000001	-0.87221	-0.92079	-0.92425	-0.94132	-0.96221	-0.9767	-1.0297	-0.9597600000000001	-1.0728	3.5939	-2.2335	0.035931	0.037344999999999996	0.063777	0.080699	0.06769299999999999	0.05898200000000001	0.0022838
3.6371	1.3	0.0014053	-2.7107	-4.3437	0.0022432	1.1772	-0.875	-0.86436	-0.8718899999999999	-0.92095	-0.92489	-0.94084	-0.9618899999999999	-0.9768600000000001	-1.0295	-0.9600799999999999	-1.0726	3.5925	-2.2335	0.036253	0.037183999999999995	0.06361599999999999	0.080699	0.06801499999999999	0.058660000000000004	0.0019617999999999997
3.6371	1.32	0.0015663	-2.7107	-4.3437	0.0027262	1.1779	-0.87564	-0.8646799999999999	-0.8727	-0.92127	-0.9245700000000001	-0.94084	-0.96221	-0.9770200000000001	-1.029	-0.96104	-1.0726	3.5933	-2.234	0.035931	0.037183999999999995	0.063938	0.08086	0.067854	0.058016	0.0018008
3.6371	1.34	0.0015663	-2.7107	-4.344	0.0020821999999999998	1.1772	-0.8759600000000001	-0.8645200000000001	-0.8723700000000001	-0.92095	-0.9244100000000001	-0.94132	-0.96221	-0.9762200000000001	-1.0295	-0.9600799999999999	-1.0723	3.5956	-2.2343	0.036253	0.037183999999999995	0.063777	0.080699	0.067854	0.058177	0.0018008
3.6371	1.36	0.0018882999999999999	-2.7105	-4.3443	0.0022432	1.1775	-0.87516	-0.86403	-0.8725299999999999	-0.92111	-0.9245700000000001	-0.941	-0.96205	-0.9770200000000001	-1.0292	-0.96104	-1.0723	3.5949	-2.2335	0.036092	0.037183999999999995	0.063938	0.080538	0.06721	0.058499	0.0021228
3.6368	1.38	0.0017273	-2.7105	-4.3435	0.0017602	1.1775	-0.8753200000000001	-0.86436	-0.8727	-0.92127	-0.9247299999999999	-0.94132	-0.96221	-0.9763799999999999	-1.0295	-0.96024	-1.0725	3.5933	-2.2337	0.036092	0.037667	0.063777	0.08102100000000001	0.06801499999999999	0.058016	0.0018008
3.6371	1.4	0.0014053	-2.7105	-4.3433	0.0022432	1.1774	-0.8753200000000001	-0.8642	-0.8727	-0.92127	-0.92489	-0.9414899999999999	-0.9625299999999999	-0.9767	-1.0294	-0.9604	-1.0726	3.5925	-2.234	0.036253	0.037506	0.064099	0.081182	0.06769299999999999	0.059303999999999996	0.0019617999999999997
3.6371	1.42	0.0014053	-2.7107	-4.3429	0.0019212	1.1772	-0.8754799999999999	-0.8648399999999999	-0.87334	-0.92127	-0.9244100000000001	-0.941	-0.9623700000000001	-0.9771799999999999	-1.0297	-0.9604	-1.0728	3.5928	-2.234	0.036575	0.037023	0.06426	0.080699	0.06753200000000001	0.058660000000000004	0.0018008
3.6367	1.44	0.0015663	-2.7105	-4.3433	0.0019212	1.1772	-0.8753200000000001	-0.865	-0.8723700000000001	-0.92127	-0.9247299999999999	-0.94116	-0.96221	-0.9767	-1.0297	-0.9600799999999999	-1.0721	3.5933	-2.2338	0.036253	0.037344999999999996	0.064099	0.08102100000000001	0.068176	0.058499	0.0019617999999999997
3.6368	1.46	0.0012442	-2.7105	-4.3435	0.0022432	1.1774	-0.8754799999999999	-0.8648399999999999	-0.87302	-0.92176	-0.92489	-0.94132	-0.9626899999999999	-0.9768600000000001	-1.0297	-0.9604	-1.072	3.5957	-2.2338	0.036092	0.037344999999999996	0.063777	0.080699	0.06769299999999999	0.059142999999999994	0.0018008
3.6368	1.48	0.0014053	-2.711	-4.3437	0.0019212	1.1772	-0.87564	-0.8648399999999999	-0.8727	-0.9215899999999999	-0.92489	-0.94116	-0.96221	-0.97654	-1.0298	-0.96024	-1.0726	3.5936	-2.234	0.035931	0.037023	0.06361599999999999	0.080377	0.06769299999999999	0.058821000000000005	0.0018008
3.6367	1.5	0.0014053	-2.7107	-4.344	0.0020821999999999998	1.1775	-0.8761200000000001	-0.8645200000000001	-0.87334	-0.9215899999999999	-0.92489	-0.94132	-0.96221	-0.9768600000000001	-1.0295	-0.96072	-1.0725	3.5923	-2.2337	0.035931	0.037344999999999996	0.06361599999999999	0.080699	0.067371	0.057694	0.0014788
3.6368	1.52	0.0014053	-2.7108	-4.344	0.0019212	1.1772	-0.8753200000000001	-0.86436	-0.87334	-0.92127	-0.92489	-0.9414899999999999	-0.9623700000000001	-0.9768600000000001	-1.0292	-0.96024	-1.0729	3.5925	-2.2343	0.035769999999999996	0.037344999999999996	0.063294	0.080377	0.06753200000000001	0.057855	0.0022838
3.637	1.54	0.0014053	-2.7107	-4.3438	0.0017602	1.1771	-0.8754799999999999	-0.8646799999999999	-0.87318	-0.92176	-0.9252100000000001	-0.9414899999999999	-0.9626899999999999	-0.9768600000000001	-1.0298	-0.9605600000000001	-1.0726	3.5923	-2.2341	0.036253	0.036701	0.06361599999999999	0.081343	0.06753200000000001	0.058338	0.0021228
3.637	1.56	0.0012442	-2.7108	-4.3437	0.0022432	1.1774	-0.8753200000000001	-0.86436	-0.87334	-0.9219200000000001	-0.9247299999999999	-0.94116	-0.9625299999999999	-0.9771799999999999	-1.0295	-0.96072	-1.072	3.5927	-2.2338	0.035931	0.036862	0.063777	0.08086	0.06753200000000001	0.057855	0.0018008
