time	wmstart	wmdisp15
17.3800	4.9899	-4.3451
17.4000	4.9900	-4.3446
17.4200	4.9895	-4.3441
17.4400	4.9897	-4.3429
17.4600	4.9895	-4.3435
17.4800	4.9899	-4.3441
17.5000	4.9895	-4.3440
17.5200	4.9895	-4.3435
17.5400	4.9899	-4.3440
17.5600	4.9897	-4.3440
17.5800	4.9900	-4.3441
17.6000	4.9897	-4.3445
17.6200	4.9895	-4.3441
17.6400	4.9897	-4.3441
17.6600	4.9894	-4.3443
17.6800	4.9899	-4.3445
17.7000	4.9894	-4.3440
17.7200	4.9897	-4.3443
17.7400	4.9897	-4.3440
17.7600	4.9897	-4.3437
17.7800	4.9895	-4.3443
17.8000	4.9900	-4.3446
17.8200	4.9894	-4.3438
17.8400	4.9899	-4.3440
17.8600	4.9897	-4.3449
17.8800	4.9894	-4.3440
17.9000	4.9897	-4.3441
17.9200	4.9899	-4.3446
17.9400	4.9899	-4.3446
17.9600	4.9897	-4.3445
17.9800	4.9899	-4.3435
18.0000	4.9895	-4.3440
18.0200	4.9899	-4.3435
18.0400	4.9897	-4.3441
18.0600	4.9895	-4.3438
18.0800	4.9897	-4.3441
18.1000	4.9895	-4.3441
18.1200	4.9895	-4.3443
18.1400	4.9897	-4.3443
18.1600	4.9897	-4.3440
18.1800	4.9902	-4.3440
18.2000	4.9894	-4.3437
18.2200	4.9895	-4.3438
18.2400	4.9897	-4.3435
18.2600	4.9900	-4.3437
18.2800	4.9899	-4.3449
18.3000	4.9899	-4.3441
18.3200	4.9897	-4.3443
18.3400	4.9895	-4.3449
18.3600	4.9895	-4.3445
18.3800	4.9894	-4.3443
18.4000	4.9894	-4.3438
18.4200	4.9897	-4.3437
18.4400	4.9899	-4.3443
18.4600	4.9895	-4.3438
18.4800	4.9900	-4.3441
18.5000	4.9902	-4.3446
18.5200	4.9895	-4.3433
18.5400	4.9897	-4.3433
18.5600	4.9895	-4.3440
18.5800	4.9895	-4.3445
18.6000	4.9900	-4.3446
18.6200	4.9900	-4.3440
18.6400	4.9899	-4.3435
18.6600	4.9895	-4.3440
18.6800	4.9895	-4.3437
18.7000	4.9900	-4.3440
18.7200	4.9897	-4.3446
18.7400	4.9895	-4.3441
18.7600	4.9897	-4.3438
18.7800	4.9894	-4.3440
18.8000	4.9895	-4.3448
18.8200	4.9897	-4.3446
18.8400	4.9899	-4.3441
18.8600	4.9895	-4.3441
18.8800	4.9899	-4.3443
18.9000	4.9895	-4.3441
18.9200	4.9895	-4.3443
18.9400	4.9899	-4.3441
18.9600	4.9902	-4.3440
18.9800	4.9899	-4.3443
19.0000	4.9895	-4.3440
19.0200	4.9899	-4.3438
19.0400	4.9895	-4.3437
19.0600	4.9892	-4.3445
19.0800	4.9899	-4.3441
19.1000	4.9895	-4.3443
19.1200	4.9897	-4.3449
19.1400	4.9895	-4.3441
19.1600	4.9895	-4.3441
19.1800	4.9894	-4.3438
19.2000	4.9899	-4.3445
19.2200	4.9899	-4.3441
19.2400	4.9897	-4.3440
19.2600	4.9897	-4.3441
19.2800	4.9897	-4.3440
19.3000	4.9899	-4.3437
19.3200	4.9894	-4.3438
19.3400	4.9895	-4.3438
19.3600	4.9897	-4.3438
19.3800	4.9899	-4.3441
19.4000	4.9895	-4.3437
19.4200	4.9895	-4.3441
19.4400	4.9895	-4.3440
19.4600	4.9895	-4.3441
19.4800	4.9897	-4.3445
19.5000	4.9897	-4.3445
19.5200	4.9895	-4.3445
19.5400	4.9900	-4.3438
19.5600	4.9894	-4.3433
19.5800	4.9895	-4.3440
19.6000	4.9894	-4.3441
19.6200	4.9894	-4.3445
19.6400	4.9892	-4.3443
19.6600	4.9895	-4.3438
19.6800	4.9897	-4.3440
19.7000	4.9897	-4.3437
19.7200	4.9897	-4.3446
19.7400	4.9895	-4.3445
19.7600	4.9897	-4.3437
19.7800	4.9894	-4.3441
19.8000	4.9895	-4.3438
19.8200	4.9894	-4.3433
19.8400	4.9894	-4.3438
19.8600	4.9897	-4.3445
19.8800	4.9895	-4.3441
19.9000	4.9894	-4.3438
19.9200	4.9897	-4.3445
19.9400	4.9894	-4.3438
19.9600	4.9895	-4.3440
19.9800	4.9897	-4.3440
20.0000	4.9894	-4.3437
20.0200	4.9895	-4.3438
20.0400	4.9899	-4.3441
20.0600	4.9892	-4.3445
20.0800	4.9899	-4.3443
20.1000	4.9897	-4.3446
20.1200	4.9897	-4.3443
20.1400	4.9892	-4.3435
20.1600	4.9895	-4.3433
20.1800	4.9895	-4.3443
20.2000	4.9895	-4.3441
20.2200	4.9899	-4.3441
20.2400	4.9890	-4.3441
20.2600	4.9897	-4.3445
20.2800	4.9894	-4.3440
20.3000	4.9899	-4.3445
20.3200	4.9894	-4.3440
20.3400	4.9894	-4.3446
20.3600	4.9895	-4.3438
20.3800	4.9897	-4.3443
20.4000	4.9895	-4.3440
20.4200	4.9895	-4.3446
20.4400	4.9894	-4.3446
20.4600	4.9895	-4.3441
20.4800	4.9895	-4.3445
20.5000	4.9895	-4.3441
20.5200	4.9890	-4.3440
20.5400	4.9899	-4.3437
20.5600	4.9895	-4.3443
20.5800	4.9895	-4.3446
20.6000	4.9894	-4.3443
20.6200	4.9897	-4.3443
20.6400	4.9897	-4.3440
20.6600	4.9895	-4.3433
20.6800	4.9894	-4.3446
20.7000	4.9895	-4.3440
20.7200	4.9897	-4.3446
20.7400	4.9892	-4.3446
20.7600	4.9899	-4.3448
20.7800	4.9900	-4.3440
20.8000	4.9897	-4.3443
20.8200	4.9892	-4.3441
20.8400	4.9895	-4.3446
20.8600	4.9897	-4.3441
20.8800	4.9895	-4.3435
20.9000	4.9895	-4.3437
20.9200	4.9894	-4.3445
20.9400	4.9897	-4.3441
20.9600	4.9895	-4.3437
20.9800	4.9899	-4.3443
21.0000	4.9895	-4.3445
21.0200	4.9897	-4.3437
21.0400	4.9894	-4.3440
21.0600	4.9894	-4.3440
21.0800	4.9899	-4.3441
21.1000	4.9897	-4.3445
21.1200	4.9894	-4.3441
21.1400	4.9894	-4.3441
21.1600	4.9892	-4.3448
21.1800	4.9897	-4.3445
21.2000	4.9894	-4.3440
21.2200	4.9895	-4.3438
21.2400	4.9895	-4.3445
21.2600	4.9894	-4.3445
21.2800	4.9894	-4.3443
21.3000	4.9897	-4.3446
21.3200	4.9897	-4.3443
21.3400	4.9895	-4.3438
21.3600	4.9892	-4.3437
21.3800	4.9897	-4.3446
21.4000	4.9894	-4.3443
21.4200	4.9897	-4.3441
21.4400	4.9892	-4.3441
21.4600	4.9897	-4.3445
21.4800	4.9895	-4.3438
21.5000	4.9894	-4.3438
21.5200	4.9892	-4.3443
21.5400	4.9899	-4.3441
21.5600	4.9897	-4.3443
21.5800	4.9890	-4.3441
21.6000	4.9895	-4.3430
21.6200	4.9897	-4.3438
21.6400	4.9895	-4.3445
21.6600	4.9897	-4.3441
21.6800	4.9890	-4.3437
21.7000	4.9892	-4.3441
21.7200	4.9895	-4.3440
21.7400	4.9895	-4.3445
21.7600	4.9899	-4.3440
21.7800	4.9899	-4.3438
21.8000	4.9899	-4.3446
21.8200	4.9894	-4.3443
21.8400	4.9897	-4.3443
21.8600	4.9894	-4.3451
21.8800	4.9892	-4.3451
21.9000	4.9895	-4.3441
21.9200	4.9894	-4.3445
21.9400	4.9894	-4.3437
21.9600	4.9894	-4.3435
21.9800	4.9895	-4.3441
22.0000	4.9894	-4.3441
22.0200	4.9897	-4.3438
22.0400	4.9895	-4.3446
22.0600	4.9897	-4.3441
22.0800	4.9895	-4.3440
22.1000	4.9895	-4.3438
22.1200	4.9895	-4.3440
22.1400	4.9894	-4.3448
22.1600	4.9897	-4.3441
22.1800	4.9899	-4.3449
22.2000	4.9894	-4.3449
22.2200	4.9895	-4.3446
22.2400	4.9894	-4.3443
22.2600	4.9894	-4.3438
22.2800	4.9892	-4.3438
22.3000	4.9897	-4.3445
22.3200	4.9895	-4.3448
22.3400	4.9895	-4.3448
22.3600	4.9894	-4.3446
22.3800	4.9892	-4.3440
22.4000	4.9897	-4.3440
22.4200	4.9897	-4.3438
22.4400	4.9897	-4.3430
22.4600	4.9892	-4.3429
22.4800	4.9895	-4.3435
22.5000	4.9897	-4.3446
22.5200	4.9897	-4.3446
22.5400	4.9894	-4.3446
22.5600	4.9892	-4.3441
22.5800	4.9894	-4.3441
22.6000	4.9899	-4.3454
22.6200	4.9895	-4.3446
22.6400	4.9900	-4.3441
22.6600	4.9897	-4.3438
22.6800	4.9892	-4.3445
22.7000	4.9895	-4.3445
22.7200	4.9894	-4.3443
22.7400	4.9894	-4.3438
22.7600	4.9894	-4.3438
22.7800	4.9895	-4.3443
22.8000	4.9894	-4.3440
22.8200	4.9899	-4.3443
22.8400	4.9895	-4.3441
22.8600	4.9895	-4.3441
22.8800	4.9899	-4.3441
22.9000	4.9897	-4.3433
22.9200	4.9890	-4.3435
22.9400	4.9895	-4.3443
22.9600	4.9895	-4.3443
22.9800	4.9897	-4.3440
23.0000	4.9890	-4.3440
23.0200	4.9895	-4.3443
23.0400	4.9897	-4.3438
23.0600	4.9897	-4.3435
23.0800	4.9897	-4.3438
23.1000	4.9897	-4.3435
23.1200	4.9895	-4.3441
23.1400	4.9894	-4.3440
23.1600	4.9897	-4.3441
23.1800	4.9895	-4.3446
23.2000	4.9894	-4.3435
23.2200	4.9894	-4.3440
23.2400	4.9894	-4.3441
23.2600	4.9894	-4.3440
23.2800	4.9894	-4.3441
23.3000	4.9894	-4.3441
23.3200	4.9897	-4.3435
23.3400	4.9895	-4.3425
23.3600	4.9895	-4.3435
23.3800	4.9894	-4.3448
23.4000	4.9897	-4.3445
23.4200	4.9894	-4.3437
23.4400	4.9899	-4.3438
23.4600	4.9895	-4.3441
23.4800	4.9894	-4.3440
23.5000	4.9895	-4.3441
23.5200	4.9895	-4.3437
23.5400	4.9895	-4.3440
23.5600	4.9895	-4.3440
23.5800	4.9895	-4.3440
23.6000	4.9897	-4.3435
23.6200	4.9895	-4.3437
23.6400	4.9895	-4.3435
23.6600	4.9894	-4.3437
23.6800	4.9894	-4.3435
23.7000	4.9894	-4.3448
23.7200	4.9892	-4.3448
23.7400	4.9897	-4.3441
23.7600	4.9894	-4.3437
23.7800	4.9890	-4.3441
23.8000	4.9895	-4.3438
23.8200	4.9899	-4.3438
23.8400	4.9894	-4.3438
23.8600	4.9895	-4.3438
23.8800	4.9897	-4.3438
23.9000	4.9894	-4.3441
23.9200	4.9895	-4.3438
23.9400	4.9894	-4.3433
23.9600	4.9895	-4.3438
23.9800	4.9895	-4.3438
24.0000	4.9897	-4.3446
24.0200	4.9895	-4.3445
24.0400	4.9894	-4.3438
24.0600	4.9890	-4.3433
24.0800	4.9892	-4.3441
24.1000	4.9897	-4.3440
24.1200	4.9894	-4.3437
24.1400	4.9897	-4.3438
24.1600	4.9895	-4.3440
24.1800	4.9892	-4.3441
24.2000	4.9895	-4.3433
24.2200	4.9894	-4.3437
24.2400	4.9895	-4.3441
24.2600	4.9894	-4.3440
24.2800	4.9894	-4.3438
24.3000	4.9892	-4.3437
24.3200	4.9894	-4.3443
24.3400	4.9895	-4.3446
24.3600	4.9895	-4.3446
24.3800	4.9894	-4.3445
24.4000	4.9894	-4.3440
24.4200	4.9892	-4.3438
24.4400	4.9899	-4.3441
24.4600	4.9895	-4.3440
24.4800	4.9892	-4.3443
24.5000	4.9895	-4.3438
24.5200	4.9895	-4.3441
24.5400	4.9897	-4.3441
24.5600	4.9897	-4.3440
24.5800	4.9895	-4.3446
24.6000	4.9894	-4.3440
24.6200	4.9897	-4.3445
24.6400	4.9892	-4.3445
24.6600	4.9894	-4.3449
24.6800	4.9895	-4.3448
24.7000	4.9894	-4.3445
24.7200	4.9894	-4.3449
24.7400	4.9895	-4.3445
24.7600	4.9895	-4.3443
24.7800	4.9897	-4.3441
24.8000	4.9894	-4.3440
24.8200	4.9894	-4.3440
24.8400	4.9895	-4.3440
24.8600	4.9897	-4.3437
24.8800	4.9894	-4.3433
24.9000	4.9894	-4.3424
24.9200	4.9894	-4.3422
24.9400	4.9894	-4.3417
24.9600	4.9895	-4.3411
24.9800	4.9894	-4.3404
25.0000	4.9897	-4.3412
25.0200	4.9897	-4.3422
25.0400	4.9895	-4.3409
25.0600	4.9894	-4.3406
25.0800	4.9897	-4.3400
25.1000	4.9894	-4.3404
25.1200	4.9892	-4.3398
25.1400	4.9892	-4.3395
25.1600	4.9894	-4.3398
25.1800	4.9894	-4.3398
25.2000	4.9890	-4.3393
25.2200	4.9894	-4.3387
25.2400	4.9892	-4.3369
25.2600	4.9895	-4.3367
25.2800	4.9892	-4.3364
25.3000	4.9890	-4.3354
25.3200	4.9892	-4.3351
25.3400	4.9892	-4.3345
25.3600	4.9894	-4.3342
25.3800	4.9895	-4.3340
25.4000	4.9894	-4.3335
25.4200	4.9894	-4.3319
25.4400	4.9897	-4.3306
25.4600	4.9894	-4.3298
25.4800	4.9892	-4.3285
25.5000	4.9894	-4.3280
25.5200	4.9894	-4.3272
25.5400	4.9897	-4.3258
25.5600	4.9894	-4.3255
25.5800	4.9894	-4.3242
25.6000	4.9894	-4.3224
25.6200	4.9897	-4.3208
25.6400	4.9895	-4.3185
25.6600	4.9894	-4.3171
25.6800	4.9897	-4.3160
25.7000	4.9895	-4.3144
25.7200	4.9894	-4.3124
25.7400	4.9894	-4.3103
25.7600	4.9894	-4.3084
25.7800	4.9890	-4.3063
25.8000	4.9894	-4.3044
25.8200	4.9897	-4.3020
25.8400	4.9895	-4.2991
25.8600	4.9894	-4.2963
25.8800	4.9894	-4.2936
25.9000	4.9894	-4.2907
25.9200	4.9894	-4.2878
25.9400	4.9895	-4.2843
25.9600	4.9895	-4.2804
25.9800	4.9895	-4.2765
26.0000	4.9895	-4.2725
26.0200	4.9895	-4.2688
26.0400	4.9892	-4.2648
26.0600	4.9889	-4.2601
26.0800	4.9895	-4.2553
26.1000	4.9894	-4.2508
26.1200	4.9894	-4.2458
26.1400	4.9892	-4.2414
26.1600	4.9895	-4.2347
26.1800	4.9894	-4.2286
26.2000	4.9895	-4.2223
26.2200	4.9894	-4.2155
26.2400	4.9895	-4.2100
26.2600	4.9895	-4.2023
26.2800	4.9895	-4.1951
26.3000	4.9900	-4.1885
26.3200	4.9895	-4.1799
26.3400	4.9894	-4.1714
26.3600	4.9894	-4.1625
26.3800	4.9894	-4.1535
26.4000	4.9894	-4.1437
26.4200	4.9895	-4.1345
26.4400	4.9897	-4.1241
26.4600	4.9895	-4.1141
26.4800	4.9894	-4.1038
26.5000	4.9894	-4.0925
26.5200	4.9890	-4.0801
26.5400	4.9895	-4.0676
26.5600	4.9892	-4.0540
26.5800	4.9895	-4.0420
26.6000	4.9895	-4.0280
26.6200	4.9895	-4.0140
26.6400	4.9895	-4.0000
26.6600	4.9894	-3.9842
26.6800	4.9897	-3.9679
26.7000	4.9895	-3.9512
26.7200	4.9894	-3.9338
26.7400	4.9892	-3.9166
26.7600	4.9897	-3.8976
26.7800	4.9895	-3.8791
26.8000	4.9897	-3.8605
26.8200	4.9895	-3.8409
26.8400	4.9897	-3.8196
26.8600	4.9895	-3.7982
26.8800	4.9892	-3.7749
26.9000	4.9895	-3.7520
26.9200	4.9897	-3.7297
26.9400	4.9892	-3.7057
26.9600	4.9895	-3.6812
26.9800	4.9895	-3.6556
27.0000	4.9895	-3.6295
27.0200	4.9894	-3.6022
27.0400	4.9894	-3.5745
27.0600	4.9894	-3.5453
27.0800	4.9895	-3.5152
27.1000	4.9894	-3.4854
27.1200	4.9897	-3.4549
27.1400	4.9890	-3.4241
27.1600	4.9892	-3.3922
27.1800	4.9892	-3.3584
27.2000	4.9892	-3.3230
27.2200	4.9895	-3.2882
27.2400	4.9892	-3.2514
27.2600	4.9897	-3.2142
27.2800	4.9894	-3.1770
27.3000	4.9890	-3.1393
27.3200	4.9895	-3.1002
27.3400	4.9895	-3.0603
27.3600	4.9895	-3.0197
27.3800	4.9894	-2.9777
27.4000	4.9894	-2.9349
27.4200	4.9895	-2.8896
27.4400	4.9897	-2.8441
27.4600	4.9894	-2.8001
27.4800	4.9892	-2.7546
27.5000	4.9894	-2.7081
27.5200	4.9895	-2.6602
27.5400	4.9894	-2.6120
27.5600	4.9895	-2.5624
27.5800	4.9897	-2.5113
27.6000	4.9890	-2.4581
27.6200	4.9892	-2.4059
27.6400	4.9894	-2.3533
27.6600	4.9895	-2.2997
27.6800	4.9895	-2.2468
27.7000	4.9895	-2.1913
27.7200	4.9895	-2.1356
27.7400	4.9894	-2.0786
27.7600	4.9897	-2.0210
27.7800	4.9892	-1.9608
27.8000	4.9895	-1.9014
27.8200	4.9897	-1.8423
27.8400	4.9894	-1.7824
27.8600	4.9895	-1.7222
27.8800	4.9894	-1.6609
27.9000	4.9895	-1.5983
27.9200	4.9894	-1.5361
27.9400	4.9894	-1.4719
27.9600	4.9894	-1.4060
27.9800	4.9895	-1.3405
28.0000	4.9894	-1.2763
28.0200	4.9894	-1.2111
28.0400	4.9892	-1.1459
28.0600	4.9895	-1.0802
28.0800	4.9894	-1.0131
28.1000	4.9892	-0.9455
28.1200	4.9894	-0.8776
28.1400	4.9895	-0.8069
28.1600	4.9890	-0.7370
28.1800	4.9895	-0.6697
28.2000	4.9895	-0.6008
28.2200	4.9892	-0.5329
28.2400	4.9890	-0.4629
28.2600	4.9895	-0.3936
28.2800	4.9894	-0.3238
28.3000	4.9892	-0.2538
28.3200	4.9892	-0.1820
28.3400	4.9892	-0.1105
28.3600	4.9892	-0.0414
28.3800	4.9894	0.0284
28.4000	4.9894	0.0977
28.4200	4.9890	0.1682
28.4400	4.9894	0.2382
28.4600	4.9897	0.3081
28.4800	4.9892	0.3782
28.5000	4.9887	0.4501
28.5200	4.9895	0.5206
28.5400	4.9897	0.5895
28.5600	4.9892	0.6580
28.5800	4.9892	0.7257
28.6000	4.9895	0.7936
28.6200	4.9895	0.8630
28.6400	4.9894	0.9319
28.6600	4.9894	0.9990
28.6800	4.9894	1.0676
28.7000	4.9892	1.1360
28.7200	4.9890	1.2007
28.7400	4.9895	1.2661
28.7600	4.9897	1.3305
28.7800	4.9895	1.3944
28.8000	4.9895	1.4604
28.8200	4.9892	1.5248
28.8400	4.9895	1.5882
28.8600	4.9895	1.6526
28.8800	4.9894	1.7155
28.9000	4.9895	1.7757
28.9200	4.9890	1.8364
28.9400	4.9892	1.8953
28.9600	4.9894	1.9551
28.9800	4.9890	2.0137
29.0000	4.9895	2.0723
29.0200	4.9894	2.1296
29.0400	4.9892	2.1877
29.0600	4.9895	2.2450
29.0800	4.9894	2.2989
29.1000	4.9892	2.3525
29.1200	4.9892	2.4052
29.1400	4.9890	2.4577
29.1600	4.9894	2.5090
29.1800	4.9895	2.5607
29.2000	4.9889	2.6108
29.2200	4.9894	2.6611
29.2400	4.9894	2.7114
29.2600	4.9894	2.7579
29.2800	4.9894	2.8038
29.3000	4.9894	2.8489
29.3200	4.9895	2.8936
29.3400	4.9894	2.9385
29.3600	4.9894	2.9822
29.3800	4.9892	3.0239
29.4000	4.9892	3.0664
29.4200	4.9894	3.1092
29.4400	4.9894	3.1488
29.4600	4.9895	3.1869
29.4800	4.9895	3.2246
29.5000	4.9890	3.2620
29.5200	4.9892	3.2977
29.5400	4.9895	3.3338
29.5600	4.9895	3.3688
29.5800	4.9894	3.4038
29.6000	4.9894	3.4378
29.6200	4.9892	3.4699
29.6400	4.9894	3.5018
29.6600	4.9894	3.5319
29.6800	4.9894	3.5619
29.7000	4.9889	3.5900
29.7200	4.9890	3.6182
29.7400	4.9890	3.6472
29.7600	4.9892	3.6746
29.7800	4.9892	3.7010
29.8000	4.9892	3.7259
29.8200	4.9892	3.7510
29.8400	4.9894	3.7749
29.8600	4.9894	3.7979
29.8800	4.9894	3.8206
29.9000	4.9897	3.8425
29.9200	4.9894	3.8639
29.9400	4.9894	3.8847
29.9600	4.9894	3.9058
29.9800	4.9894	3.9239
30.0000	4.9895	3.9428
30.0200	4.9894	3.9613
30.0400	4.9894	3.9779
30.0600	4.9894	3.9941
30.0800	4.9894	4.0114
30.1000	4.9895	4.0262
30.1200	4.9892	4.0426
30.1400	4.9894	4.0577
30.1600	4.9895	4.0714
30.1800	4.9895	4.0845
30.2000	4.9894	4.0980
30.2200	4.9894	4.1105
30.2400	4.9895	4.1226
30.2600	4.9892	4.1348
30.2800	4.9894	4.1458
30.3000	4.9894	4.1563
30.3200	4.9892	4.1672
30.3400	4.9897	4.1773
30.3600	4.9894	4.1872
30.3800	4.9895	4.1962
30.4000	4.9890	4.2036
30.4200	4.9895	4.2120
30.4400	4.9894	4.2208
30.4600	4.9894	4.2285
30.4800	4.9894	4.2372
30.5000	4.9892	4.2434
30.5200	4.9892	4.2498
30.5400	4.9892	4.2562
30.5600	4.9892	4.2620
30.5800	4.9892	4.2685
30.6000	4.9892	4.2746
30.6200	4.9895	4.2804
30.6400	4.9897	4.2859
30.6600	4.9894	4.2902
30.6800	4.9895	4.2947
30.7000	4.9894	4.2986
30.7200	4.9892	4.3032
30.7400	4.9895	4.3071
30.7600	4.9892	4.3113
30.7800	4.9894	4.3152
30.8000	4.9895	4.3184
30.8200	4.9892	4.3221
30.8400	4.9892	4.3251
30.8600	4.9892	4.3285
30.8800	4.9894	4.3301
30.9000	4.9889	4.3324
30.9200	4.9894	4.3353
30.9400	4.9890	4.3382
30.9600	4.9894	4.3403
30.9800	4.9892	4.3420
31.0000	4.9894	4.3448
31.0200	4.9892	4.3464
31.0400	4.9895	4.3477
31.0600	4.9892	4.3499
31.0800	4.9892	4.3509
31.1000	4.9892	4.3525
31.1200	4.9894	4.3538
31.1400	4.9894	4.3556
31.1600	4.9895	4.3567
31.1800	4.9894	4.3575
31.2000	4.9897	4.3583
31.2200	4.9892	4.3598
31.2400	4.9895	4.3607
31.2600	4.9890	4.3618
31.2800	4.9895	4.3623
31.3000	4.9890	4.3628
31.3200	4.9892	4.3623
31.3400	4.9890	4.3638
31.3600	4.9892	4.3652
31.3800	4.9895	4.3652
31.4000	4.9895	4.3657
31.4200	4.9894	4.3662
31.4400	4.9890	4.3654
31.4600	4.9897	4.3668
31.4800	4.9895	4.3670
31.5000	4.9892	4.3673
31.5200	4.9890	4.3676
31.5400	4.9894	4.3684
31.5600	4.9894	4.3683
31.5800	4.9892	4.3688
31.6000	4.9889	4.3675
31.6200	4.9894	4.3684
31.6400	4.9890	4.3701
31.6600	4.9890	4.3692
31.6800	4.9892	4.3696
31.7000	4.9894	4.3688
31.7200	4.9894	4.3681
31.7400	4.9894	4.3689
31.7600	4.9895	4.3704
31.7800	4.9894	4.3702
31.8000	4.9894	4.3694
31.8200	4.9890	4.3694
31.8400	4.9897	4.3697
31.8600	4.9894	4.3705
31.8800	4.9892	4.3702
31.9000	4.9892	4.3704
31.9200	4.9894	4.3704
31.9400	4.9892	4.3702
31.9600	4.9892	4.3709
31.9800	4.9894	4.3709
32.0000	4.9892	4.3702
32.0200	4.9892	4.3699
32.0400	4.9894	4.3701
32.0600	4.9890	4.3697
32.0800	4.9894	4.3694
32.1000	4.9894	4.3692
32.1200	4.9895	4.3689
32.1400	4.9890	4.3686
32.1600	4.9892	4.3684
32.1800	4.9894	4.3683
32.2000	4.9892	4.3676
32.2200	4.9895	4.3675
32.2400	4.9892	4.3680
32.2600	4.9897	4.3675
32.2800	4.9892	4.3676
32.3000	4.9892	4.3673
32.3200	4.9895	4.3670
32.3400	4.9894	4.3670
32.3600	4.9895	4.3668
32.3800	4.9889	4.3662
32.4000	4.9895	4.3660
32.4200	4.9890	4.3664
32.4400	4.9894	4.3667
32.4600	4.9894	4.3657
32.4800	4.9892	4.3655
32.5000	4.9894	4.3654
32.5200	4.9890	4.3657
32.5400	4.9892	4.3659
32.5600	4.9892	4.3654
32.5800	4.9894	4.3655
32.6000	4.9890	4.3655
32.6200	4.9887	4.3647
32.6400	4.9892	4.3646
32.6600	4.9892	4.3651
32.6800	4.9894	4.3644
32.7000	4.9894	4.3641
32.7200	4.9892	4.3641
32.7400	4.9897	4.3643
32.7600	4.9895	4.3638
32.7800	4.9890	4.3639
32.8000	4.9899	4.3635
32.8200	4.9892	4.3626
32.8400	4.9895	4.3626
32.8600	4.9890	4.3628
32.8800	4.9895	4.3635
32.9000	4.9895	4.3631
32.9200	4.9894	4.3618
32.9400	4.9890	4.3618
32.9600	4.9895	4.3623
32.9800	4.9890	4.3620
33.0000	4.9895	4.3622
33.0200	4.9897	4.3625
33.0400	4.9892	4.3615
33.0600	4.9894	4.3617
33.0800	4.9894	4.3614
33.1000	4.9892	4.3609
33.1200	4.9894	4.3607
33.1400	4.9892	4.3609
33.1600	4.9894	4.3614
33.1800	4.9894	4.3612
33.2000	4.9895	4.3610
33.2200	4.9895	4.3607
33.2400	4.9894	4.3604
33.2600	4.9892	4.3602
33.2800	4.9895	4.3606
33.3000	4.9894	4.3607
33.3200	4.9895	4.3596
33.3400	4.9892	4.3589
33.3600	4.9890	4.3594
33.3800	4.9892	4.3594
33.4000	4.9895	4.3588
33.4200	4.9892	4.3588
33.4400	4.9895	4.3593
33.4600	4.9897	4.3591
33.4800	4.9895	4.3591
33.5000	4.9892	4.3594
33.5200	4.9890	4.3594
33.5400	4.9895	4.3583
33.5600	4.9895	4.3585
33.5800	4.9897	4.3585
33.6000	4.9890	4.3585
33.6200	4.9895	4.3586
33.6400	4.9894	4.3580
33.6600	4.9894	4.3581
33.6800	4.9894	4.3573
33.7000	4.9894	4.3580
33.7200	4.9892	4.3578
33.7400	4.9894	4.3585
33.7600	4.9894	4.3580
33.7800	4.9897	4.3573
33.8000	4.9895	4.3578
33.8200	4.9892	4.3570
33.8400	4.9892	4.3565
33.8600	4.9892	4.3570
33.8800	4.9894	4.3573
33.9000	4.9892	4.3567
33.9200	4.9895	4.3569
33.9400	4.9887	4.3570
33.9600	4.9892	4.3565
33.9800	4.9895	4.3560
34.0000	4.9897	4.3560
34.0200	4.9892	4.3564
34.0400	4.9890	4.3564
34.0600	4.9892	4.3557
34.0800	4.9890	4.3565
34.1000	4.9894	4.3565
34.1200	4.9895	4.3559
34.1400	4.9895	4.3562
34.1600	4.9894	4.3562
34.1800	4.9894	4.3554
34.2000	4.9894	4.3556
34.2200	4.9894	4.3556
34.2400	4.9895	4.3554
34.2600	4.9890	4.3554
34.2800	4.9897	4.3554
34.3000	4.9892	4.3559
34.3200	4.9892	4.3560
34.3400	4.9894	4.3552
34.3600	4.9897	4.3552
34.3800	4.9894	4.3557
34.4000	4.9895	4.3557
34.4200	4.9890	4.3548
34.4400	4.9894	4.3551
34.4600	4.9895	4.3546
34.4800	4.9892	4.3551
34.5000	4.9892	4.3549
34.5200	4.9892	4.3544
34.5400	4.9892	4.3543
34.5600	4.9889	4.3548
34.5800	4.9894	4.3548
34.6000	4.9889	4.3546
34.6200	4.9892	4.3543
34.6400	4.9895	4.3546
34.6600	4.9890	4.3541
34.6800	4.9892	4.3543
34.7000	4.9892	4.3544
34.7200	4.9890	4.3538
34.7400	4.9892	4.3541
34.7600	4.9895	4.3541
34.7800	4.9895	4.3533
34.8000	4.9895	4.3536
34.8200	4.9894	4.3543
34.8400	4.9897	4.3543
34.8600	4.9895	4.3533
34.8800	4.9890	4.3527
34.9000	4.9895	4.3530
34.9200	4.9894	4.3533
34.9400	4.9894	4.3538
34.9600	4.9890	4.3540
34.9800	4.9894	4.3540
35.0000	4.9894	4.3530
35.0200	4.9892	4.3535
35.0400	4.9895	4.3536
35.0600	4.9892	4.3530
35.0800	4.9890	4.3527
35.1000	4.9890	4.3531
35.1200	4.9895	4.3523
35.1400	4.9894	4.3531
35.1600	4.9895	4.3525
35.1800	4.9890	4.3520
35.2000	4.9895	4.3522
35.2200	4.9897	4.3523
35.2400	4.9892	4.3525
35.2600	4.9897	4.3523
