time	wmstart	wmdisp15
35.2800	4.9894	4.3523
35.3000	4.9897	4.3514
35.3200	4.9894	4.3511
35.3400	4.9892	4.3511
35.3600	4.9897	4.3523
35.3800	4.9894	4.3528
35.4000	4.9890	4.3530
35.4200	4.9892	4.3523
35.4400	4.9897	4.3520
35.4600	4.9892	4.3519
35.4800	4.9895	4.3523
35.5000	4.9892	4.3525
35.5200	4.9895	4.3522
35.5400	4.9894	4.3517
35.5600	4.9897	4.3514
35.5800	4.9897	4.3520
35.6000	4.9895	4.3527
35.6200	4.9892	4.3519
35.6400	4.9892	4.3509
35.6600	4.9894	4.3506
35.6800	4.9894	4.3514
35.7000	4.9890	4.3517
35.7200	4.9892	4.3509
35.7400	4.9895	4.3509
35.7600	4.9895	4.3509
35.7800	4.9894	4.3511
35.8000	4.9894	4.3514
35.8200	4.9894	4.3514
35.8400	4.9892	4.3499
35.8600	4.9890	4.3504
35.8800	4.9890	4.3515
35.9000	4.9895	4.3514
35.9200	4.9892	4.3506
35.9400	4.9894	4.3501
35.9600	4.9897	4.3501
35.9800	4.9897	4.3507
36.0000	4.9894	4.3504
36.0200	4.9895	4.3507
36.0400	4.9895	4.3506
36.0600	4.9895	4.3504
36.0800	4.9890	4.3512
36.1000	4.9892	4.3509
36.1200	4.9892	4.3507
36.1400	4.9895	4.3507
36.1600	4.9892	4.3504
36.1800	4.9892	4.3507
36.2000	4.9892	4.3501
36.2200	4.9894	4.3503
36.2400	4.9892	4.3498
36.2600	4.9895	4.3496
36.2800	4.9894	4.3501
36.3000	4.9894	4.3498
36.3200	4.9894	4.3494
36.3400	4.9892	4.3493
36.3600	4.9897	4.3493
36.3800	4.9892	4.3494
36.4000	4.9892	4.3498
36.4200	4.9890	4.3493
36.4400	4.9897	4.3499
36.4600	4.9897	4.3506
36.4800	4.9892	4.3504
36.5000	4.9894	4.3498
36.5200	4.9894	4.3498
36.5400	4.9895	4.3499
36.5600	4.9899	4.3493
36.5800	4.9887	4.3493
36.6000	4.9894	4.3503
36.6200	4.9895	4.3496
36.6400	4.9895	4.3493
36.6600	4.9892	4.3498
36.6800	4.9894	4.3493
36.7000	4.9892	4.3493
36.7200	4.9894	4.3496
36.7400	4.9890	4.3493
36.7600	4.9890	4.3496
36.7800	4.9894	4.3494
36.8000	4.9894	4.3490
36.8200	4.9894	4.3494
36.8400	4.9892	4.3494
36.8600	4.9892	4.3493
36.8800	4.9894	4.3486
36.9000	4.9895	4.3491
36.9200	4.9892	4.3496
36.9400	4.9895	4.3491
36.9600	4.9895	4.3488
36.9800	4.9895	4.3493
37.0000	4.9892	4.3490
37.0200	4.9894	4.3496
37.0400	4.9892	4.3491
37.0600	4.9895	4.3488
37.0800	4.9895	4.3496
37.1000	4.9895	4.3488
37.1200	4.9892	4.3491
37.1400	4.9894	4.3491
37.1600	4.9892	4.3488
37.1800	4.9892	4.3485
37.2000	4.9897	4.3491
37.2200	4.9895	4.3493
37.2400	4.9892	4.3486
37.2600	4.9892	4.3483
37.2800	4.9890	4.3482
37.3000	4.9892	4.3485
37.3200	4.9892	4.3488
37.3400	4.9889	4.3486
37.3600	4.9892	4.3483
37.3800	4.9895	4.3486
37.4000	4.9892	4.3488
37.4200	4.9895	4.3488
37.4400	4.9892	4.3486
37.4600	4.9894	4.3490
37.4800	4.9894	4.3490
37.5000	4.9895	4.3493
37.5200	4.9894	4.3485
37.5400	4.9897	4.3483
37.5600	4.9895	4.3478
37.5800	4.9895	4.3480
37.6000	4.9892	4.3485
37.6200	4.9895	4.3488
37.6400	4.9895	4.3486
37.6600	4.9894	4.3480
37.6800	4.9894	4.3483
37.7000	4.9895	4.3491
37.7200	4.9895	4.3491
37.7400	4.9890	4.3482
37.7600	4.9892	4.3478
37.7800	4.9892	4.3482
37.8000	4.9897	4.3480
37.8200	4.9895	4.3474
37.8400	4.9892	4.3475
37.8600	4.9897	4.3478
37.8800	4.9895	4.3478
37.9000	4.9894	4.3483
37.9200	4.9894	4.3485
37.9400	4.9892	4.3474
37.9600	4.9892	4.3477
37.9800	4.9890	4.3475
38.0000	4.9895	4.3472
38.0200	4.9892	4.3478
38.0400	4.9892	4.3478
38.0600	4.9892	4.3478
38.0800	4.9892	4.3482
38.1000	4.9894	4.3475
38.1200	4.9892	4.3480
38.1400	4.9895	4.3485
38.1600	4.9892	4.3477
38.1800	4.9892	4.3477
38.2000	4.9892	4.3477
38.2200	4.9892	4.3475
38.2400	4.9897	4.3470
38.2600	4.9892	4.3472
38.2800	4.9894	4.3472
38.3000	4.9894	4.3482
38.3200	4.9894	4.3482
38.3400	4.9894	4.3482
38.3600	4.9892	4.3475
38.3800	4.9894	4.3475
38.4000	4.9895	4.3477
38.4200	4.9894	4.3480
38.4400	4.9895	4.3478
38.4600	4.9892	4.3478
38.4800	4.9895	4.3477
38.5000	4.9895	4.3475
38.5200	4.9897	4.3478
38.5400	4.9890	4.3474
38.5600	4.9897	4.3475
38.5800	4.9895	4.3480
38.6000	4.9895	4.3488
38.6200	4.9894	4.3480
38.6400	4.9894	4.3469
38.6600	4.9897	4.3472
38.6800	4.9892	4.3475
38.7000	4.9892	4.3469
38.7200	4.9897	4.3474
38.7400	4.9895	4.3475
38.7600	4.9895	4.3472
38.7800	4.9894	4.3474
38.8000	4.9897	4.3475
38.8200	4.9892	4.3465
38.8400	4.9895	4.3467
38.8600	4.9894	4.3472
38.8800	4.9894	4.3472
38.9000	4.9894	4.3470
38.9200	4.9895	4.3475
38.9400	4.9892	4.3475
38.9600	4.9892	4.3474
38.9800	4.9892	4.3475
39.0000	4.9890	4.3474
39.0200	4.9890	4.3472
39.0400	4.9897	4.3477
39.0600	4.9894	4.3474
39.0800	4.9892	4.3475
39.1000	4.9895	4.3474
39.1200	4.9894	4.3470
39.1400	4.9892	4.3475
39.1600	4.9895	4.3477
39.1800	4.9894	4.3465
39.2000	4.9895	4.3470
39.2200	4.9892	4.3472
39.2400	4.9897	4.3478
39.2600	4.9895	4.3470
39.2800	4.9895	4.3462
39.3000	4.9889	4.3475
39.3200	4.9890	4.3470
39.3400	4.9894	4.3474
39.3600	4.9895	4.3477
39.3800	4.9892	4.3472
39.4000	4.9892	4.3472
39.4200	4.9894	4.3475
39.4400	4.9895	4.3470
39.4600	4.9894	4.3474
39.4800	4.9894	4.3472
39.5000	4.9894	4.3472
39.5200	4.9892	4.3469
39.5400	4.9892	4.3467
39.5600	4.9894	4.3472
39.5800	4.9894	4.3477
39.6000	4.9894	4.3475
39.6200	4.9895	4.3475
39.6400	4.9894	4.3474
39.6600	4.9892	4.3467
39.6800	4.9895	4.3470
39.7000	4.9895	4.3472
39.7200	4.9894	4.3470
39.7400	4.9895	4.3474
39.7600	4.9894	4.3477
39.7800	4.9895	4.3472
39.8000	4.9892	4.3474
39.8200	4.9894	4.3477
39.8400	4.9892	4.3475
39.8600	4.9895	4.3470
39.8800	4.9895	4.3469
39.9000	4.9895	4.3465
39.9200	4.9895	4.3469
39.9400	4.9894	4.3482
39.9600	4.9895	4.3480
39.9800	4.9894	4.3477
40.0000	4.9894	4.3469
40.0200	4.9897	4.3470
40.0400	4.9892	4.3477
40.0600	4.9892	4.3469
40.0800	4.9894	4.3469
40.1000	4.9894	4.3480
40.1200	4.9894	4.3465
40.1400	4.9894	4.3464
40.1600	4.9895	4.3472
40.1800	4.9890	4.3467
40.2000	4.9890	4.3467
40.2200	4.9894	4.3470
40.2400	4.9897	4.3472
40.2600	4.9894	4.3470
40.2800	4.9892	4.3465
40.3000	4.9894	4.3475
40.3200	4.9895	4.3465
40.3400	4.9894	4.3459
40.3600	4.9894	4.3470
40.3800	4.9892	4.3472
40.4000	4.9890	4.3474
40.4200	4.9895	4.3464
40.4400	4.9894	4.3467
40.4600	4.9894	4.3465
40.4800	4.9895	4.3470
40.5000	4.9895	4.3469
40.5200	4.9894	4.3474
40.5400	4.9892	4.3462
40.5600	4.9894	4.3464
40.5800	4.9894	4.3469
40.6000	4.9895	4.3467
40.6200	4.9894	4.3469
40.6400	4.9894	4.3465
40.6600	4.9892	4.3470
40.6800	4.9895	4.3472
40.7000	4.9894	4.3464
40.7200	4.9890	4.3462
40.7400	4.9892	4.3470
40.7600	4.9889	4.3469
40.7800	4.9895	4.3462
40.8000	4.9894	4.3461
40.8200	4.9894	4.3464
40.8400	4.9895	4.3464
40.8600	4.9895	4.3470
40.8800	4.9892	4.3469
40.9000	4.9895	4.3465
40.9200	4.9894	4.3469
40.9400	4.9894	4.3464
40.9600	4.9897	4.3465
40.9800	4.9889	4.3461
41.0000	4.9897	4.3459
41.0200	4.9894	4.3464
41.0400	4.9892	4.3462
41.0600	4.9895	4.3472
41.0800	4.9895	4.3472
41.1000	4.9892	4.3465
41.1200	4.9894	4.3457
41.1400	4.9895	4.3462
41.1600	4.9895	4.3456
41.1800	4.9892	4.3461
41.2000	4.9892	4.3470
41.2200	4.9892	4.3465
41.2400	4.9890	4.3467
41.2600	4.9895	4.3467
41.2800	4.9895	4.3464
41.3000	4.9890	4.3472
41.3200	4.9892	4.3467
41.3400	4.9892	4.3470
41.3600	4.9895	4.3469
41.3800	4.9894	4.3469
41.4000	4.9894	4.3465
41.4200	4.9892	4.3465
41.4400	4.9894	4.3465
41.4600	4.9894	4.3462
41.4800	4.9894	4.3459
41.5000	4.9895	4.3464
41.5200	4.9894	4.3457
41.5400	4.9890	4.3459
41.5600	4.9897	4.3462
41.5800	4.9895	4.3464
41.6000	4.9895	4.3465
41.6200	4.9895	4.3469
41.6400	4.9892	4.3459
41.6600	4.9895	4.3469
41.6800	4.9894	4.3462
41.7000	4.9892	4.3459
41.7200	4.9895	4.3467
41.7400	4.9895	4.3467
41.7600	4.9895	4.3456
41.7800	4.9892	4.3462
41.8000	4.9894	4.3462
41.8200	4.9895	4.3467
41.8400	4.9895	4.3457
41.8600	4.9895	4.3461
41.8800	4.9890	4.3464
41.9000	4.9894	4.3465
41.9200	4.9897	4.3465
41.9400	4.9894	4.3467
41.9600	4.9890	4.3467
41.9800	4.9887	4.3467
42.0000	4.9895	4.3467
42.0200	4.9894	4.3459
42.0400	4.9894	4.3457
42.0600	4.9890	4.3470
42.0800	4.9894	4.3457
42.1000	4.9895	4.3456
42.1200	4.9894	4.3456
42.1400	4.9894	4.3462
42.1600	4.9894	4.3464
42.1800	4.9890	4.3462
42.2000	4.9897	4.3457
42.2200	4.9892	4.3461
42.2400	4.9892	4.3462
42.2600	4.9894	4.3464
42.2800	4.9894	4.3464
42.3000	4.9894	4.3469
42.3200	4.9890	4.3459
42.3400	4.9894	4.3456
42.3600	4.9895	4.3462
42.3800	4.9895	4.3464
42.4000	4.9890	4.3467
42.4200	4.9897	4.3462
42.4400	4.9894	4.3464
42.4600	4.9894	4.3464
42.4800	4.9897	4.3462
42.5000	4.9892	4.3459
42.5200	4.9892	4.3457
42.5400	4.9894	4.3454
42.5600	4.9894	4.3456
42.5800	4.9897	4.3451
42.6000	4.9894	4.3459
42.6200	4.9899	4.3469
42.6400	4.9894	4.3459
42.6600	4.9895	4.3453
42.6800	4.9892	4.3462
42.7000	4.9895	4.3467
42.7200	4.9895	4.3469
42.7400	4.9895	4.3459
42.7600	4.9897	4.3456
42.7800	4.9892	4.3456
42.8000	4.9895	4.3457
42.8200	4.9892	4.3461
42.8400	4.9892	4.3461
42.8600	4.9892	4.3456
42.8800	4.9892	4.3457
42.9000	4.9894	4.3457
42.9200	4.9894	4.3457
42.9400	4.9892	4.3461
42.9600	4.9895	4.3467
42.9800	4.9892	4.3465
43.0000	4.9894	4.3462
43.0200	4.9895	4.3461
43.0400	4.9895	4.3457
43.0600	4.9895	4.3457
43.0800	4.9894	4.3459
43.1000	4.9892	4.3465
43.1200	4.9894	4.3464
43.1400	4.9892	4.3454
43.1600	4.9890	4.3461
43.1800	4.9892	4.3462
43.2000	4.9894	4.3465
43.2200	4.9890	4.3465
43.2400	4.9892	4.3465
43.2600	4.9890	4.3464
43.2800	4.9887	4.3469
43.3000	4.9894	4.3464
43.3200	4.9894	4.3457
43.3400	4.9895	4.3462
43.3600	4.9897	4.3457
43.3800	4.9897	4.3462
43.4000	4.9889	4.3464
43.4200	4.9895	4.3461
43.4400	4.9894	4.3462
43.4600	4.9894	4.3462
43.4800	4.9894	4.3461
43.5000	4.9897	4.3454
43.5200	4.9892	4.3462
43.5400	4.9892	4.3464
43.5600	4.9894	4.3464
43.5800	4.9892	4.3470
43.6000	4.9892	4.3470
43.6200	4.9892	4.3454
43.6400	4.9892	4.3457
43.6600	4.9895	4.3462
43.6800	4.9894	4.3457
43.7000	4.9894	4.3456
43.7200	4.9892	4.3461
43.7400	4.9892	4.3454
43.7600	4.9894	4.3456
43.7800	4.9894	4.3457
43.8000	4.9892	4.3459
43.8200	4.9894	4.3465
43.8400	4.9895	4.3464
43.8600	4.9890	4.3462
43.8800	4.9895	4.3461
43.9000	4.9895	4.3462
43.9200	4.9889	4.3456
43.9400	4.9894	4.3459
43.9600	4.9895	4.3464
43.9800	4.9894	4.3454
44.0000	4.9892	4.3459
44.0200	4.9892	4.3467
44.0400	4.9897	4.3462
44.0600	4.9892	4.3464
44.0800	4.9897	4.3459
44.1000	4.9892	4.3462
44.1200	4.9892	4.3461
44.1400	4.9895	4.3464
44.1600	4.9892	4.3462
44.1800	4.9894	4.3465
44.2000	4.9895	4.3461
44.2200	4.9890	4.3459
44.2400	4.9895	4.3464
44.2600	4.9894	4.3464
44.2800	4.9892	4.3464
44.3000	4.9892	4.3459
44.3200	4.9894	4.3462
44.3400	4.9892	4.3461
44.3600	4.9890	4.3465
44.3800	4.9892	4.3467
44.4000	4.9895	4.3469
44.4200	4.9894	4.3464
44.4400	4.9895	4.3459
44.4600	4.9894	4.3464
44.4800	4.9894	4.3462
44.5000	4.9892	4.3457
44.5200	4.9892	4.3461
44.5400	4.9894	4.3465
44.5600	4.9894	4.3464
44.5800	4.9895	4.3459
44.6000	4.9897	4.3464
44.6200	4.9894	4.3465
44.6400	4.9892	4.3464
44.6600	4.9892	4.3456
44.6800	4.9895	4.3461
44.7000	4.9894	4.3462
44.7200	4.9894	4.3459
44.7400	4.9892	4.3457
44.7600	4.9895	4.3461
44.7800	4.9895	4.3464
44.8000	4.9892	4.3461
44.8200	4.9894	4.3456
44.8400	4.9892	4.3456
44.8600	4.9892	4.3461
44.8800	4.9892	4.3461
44.9000	4.9892	4.3462
44.9200	4.9894	4.3464
44.9400	4.9894	4.3465
44.9600	4.9892	4.3464
44.9800	4.9894	4.3461
45.0000	4.9890	4.3462
45.0200	4.9895	4.3454
45.0400	4.9895	4.3461
45.0600	4.9894	4.3461
45.0800	4.9892	4.3464
45.1000	4.9897	4.3454
45.1200	4.9890	4.3456
45.1400	4.9895	4.3461
45.1600	4.9892	4.3461
45.1800	4.9892	4.3467
45.2000	4.9894	4.3465
45.2200	4.9894	4.3459
45.2400	4.9895	4.3459
45.2600	4.9890	4.3464
45.2800	4.9892	4.3465
45.3000	4.9892	4.3470
45.3200	4.9890	4.3462
45.3400	4.9894	4.3465
45.3600	4.9892	4.3467
45.3800	4.9895	4.3472
45.4000	4.9889	4.3462
45.4200	4.9894	4.3457
45.4400	4.9895	4.3462
45.4600	4.9892	4.3462
45.4800	4.9895	4.3462
45.5000	4.9894	4.3464
45.5200	4.9894	4.3464
45.5400	4.9892	4.3462
45.5600	4.9895	4.3461
45.5800	4.9895	4.3465
45.6000	4.9895	4.3464
45.6200	4.9895	4.3459
45.6400	4.9895	4.3467
45.6600	4.9892	4.3464
45.6800	4.9894	4.3462
45.7000	4.9895	4.3464
45.7200	4.9892	4.3456
45.7400	4.9892	4.3454
45.7600	4.9890	4.3457
45.7800	4.9890	4.3461
45.8000	4.9894	4.3465
45.8200	4.9897	4.3461
45.8400	4.9894	4.3461
45.8600	4.9890	4.3474
45.8800	4.9890	4.3462
45.9000	4.9892	4.3457
45.9200	4.9897	4.3465
45.9400	4.9892	4.3459
45.9600	4.9892	4.3467
45.9800	4.9894	4.3469
46.0000	4.9892	4.3462
46.0200	4.9894	4.3456
46.0400	4.9894	4.3453
46.0600	4.9892	4.3461
46.0800	4.9892	4.3465
46.1000	4.9892	4.3454
46.1200	4.9894	4.3464
46.1400	4.9894	4.3467
46.1600	4.9895	4.3464
46.1800	4.9894	4.3462
46.2000	4.9892	4.3467
46.2200	4.9894	4.3474
46.2400	4.9892	4.3470
46.2600	4.9897	4.3465
46.2800	4.9897	4.3462
46.3000	4.9899	4.3464
46.3200	4.9892	4.3462
46.3400	4.9892	4.3462
46.3600	4.9895	4.3464
46.3800	4.9892	4.3459
46.4000	4.9899	4.3459
46.4200	4.9892	4.3464
46.4400	4.9894	4.3456
46.4600	4.9892	4.3461
46.4800	4.9894	4.3456
46.5000	4.9894	4.3453
46.5200	4.9890	4.3456
46.5400	4.9894	4.3457
46.5600	4.9894	4.3453
46.5800	4.9899	4.3456
46.6000	4.9892	4.3462
46.6200	4.9895	4.3459
46.6400	4.9894	4.3456
46.6600	4.9894	4.3451
46.6800	4.9890	4.3462
46.7000	4.9895	4.3464
46.7200	4.9892	4.3461
46.7400	4.9892	4.3456
46.7600	4.9894	4.3457
46.7800	4.9894	4.3459
46.8000	4.9894	4.3459
46.8200	4.9894	4.3457
46.8400	4.9895	4.3459
46.8600	4.9897	4.3456
46.8800	4.9897	4.3457
46.9000	4.9889	4.3465
46.9200	4.9892	4.3454
46.9400	4.9892	4.3456
46.9600	4.9892	4.3459
46.9800	4.9892	4.3465
47.0000	4.9892	4.3461
47.0200	4.9894	4.3464
47.0400	4.9894	4.3457
47.0600	4.9895	4.3449
47.0800	4.9892	4.3459
47.1000	4.9897	4.3456
47.1200	4.9895	4.3462
47.1400	4.9895	4.3461
47.1600	4.9894	4.3457
47.1800	4.9895	4.3467
47.2000	4.9895	4.3465
47.2200	4.9894	4.3465
47.2400	4.9892	4.3457
47.2600	4.9890	4.3464
47.2800	4.9892	4.3464
47.3000	4.9895	4.3462
47.3200	4.9895	4.3465
47.3400	4.9894	4.3457
47.3600	4.9892	4.3456
47.3800	4.9897	4.3451
47.4000	4.9894	4.3451
47.4200	4.9892	4.3454
47.4400	4.9895	4.3457
47.4600	4.9894	4.3456
47.4800	4.9895	4.3453
47.5000	4.9894	4.3451
47.5200	4.9895	4.3453
47.5400	4.9892	4.3457
47.5600	4.9895	4.3456
47.5800	4.9894	4.3459
47.6000	4.9894	4.3461
47.6200	4.9894	4.3456
47.6400	4.9892	4.3454
47.6600	4.9889	4.3462
47.6800	4.9892	4.3459
47.7000	4.9894	4.3456
47.7200	4.9890	4.3461
47.7400	4.9894	4.3457
47.7600	4.9890	4.3454
47.7800	4.9892	4.3461
47.8000	4.9892	4.3461
47.8200	4.9890	4.3462
47.8400	4.9894	4.3464
47.8600	4.9895	4.3469
47.8800	4.9892	4.3465
47.9000	4.9897	4.3457
47.9200	4.9894	4.3456
47.9400	4.9892	4.3459
47.9600	4.9892	4.3459
47.9800	4.9897	4.3454
48.0000	4.9894	4.3453
48.0200	4.9895	4.3446
48.0400	4.9894	4.3457
48.0600	4.9894	4.3461
48.0800	4.9892	4.3453
48.1000	4.9890	4.3456
48.1200	4.9899	4.3456
48.1400	4.9892	4.3451
48.1600	4.9892	4.3456
48.1800	4.9894	4.3456
48.2000	4.9894	4.3462
48.2200	4.9894	4.3459
48.2400	4.9894	4.3456
48.2600	4.9895	4.3451
48.2800	4.9890	4.3457
48.3000	4.9894	4.3462
48.3200	4.9892	4.3459
48.3400	4.9889	4.3461
48.3600	4.9892	4.3464
48.3800	4.9894	4.3456
48.4000	4.9895	4.3446
48.4200	4.9894	4.3456
48.4400	4.9892	4.3456
48.4600	4.9894	4.3449
48.4800	4.9892	4.3456
48.5000	4.9895	4.3456
48.5200	4.9894	4.3453
48.5400	4.9892	4.3459
48.5600	4.9895	4.3461
48.5800	4.9890	4.3464
48.6000	4.9894	4.3459
48.6200	4.9894	4.3457
48.6400	4.9889	4.3459
48.6600	4.9894	4.3453
48.6800	4.9894	4.3459
48.7000	4.9895	4.3464
48.7200	4.9895	4.3465
48.7400	4.9895	4.3467
48.7600	4.9894	4.3465
48.7800	4.9892	4.3457
48.8000	4.9894	4.3457
48.8200	4.9894	4.3462
48.8400	4.9892	4.3461
48.8600	4.9890	4.3454
48.8800	4.9894	4.3453
48.9000	4.9890	4.3456
48.9200	4.9894	4.3456
48.9400	4.9892	4.3461
48.9600	4.9892	4.3457
48.9800	4.9897	4.3451
49.0000	4.9892	4.3459
49.0200	4.9892	4.3467
49.0400	4.9895	4.3462
49.0600	4.9890	4.3461
49.0800	4.9890	4.3454
49.1000	4.9889	4.3451
49.1200	4.9895	4.3457
49.1400	4.9895	4.3464
49.1600	4.9897	4.3459
49.1800	4.9892	4.3461
49.2000	4.9897	4.3453
49.2200	4.9889	4.3461
49.2400	4.9892	4.3464
49.2600	4.9892	4.3464
49.2800	4.9894	4.3465
49.3000	4.9892	4.3464
49.3200	4.9894	4.3457
49.3400	4.9895	4.3459
49.3600	4.9892	4.3459
49.3800	4.9895	4.3453
49.4000	4.9890	4.3456
49.4200	4.9894	4.3461
49.4400	4.9892	4.3456
49.4600	4.9894	4.3462
49.4800	4.9892	4.3462
49.5000	4.9895	4.3462
49.5200	4.9895	4.3459
49.5400	4.9890	4.3457
49.5600	4.9894	4.3454
49.5800	4.9892	4.3456
49.6000	4.9894	4.3456
49.6200	4.9894	4.3457
49.6400	4.9895	4.3456
49.6600	4.9892	4.3462
49.6800	4.9890	4.3469
49.7000	4.9895	4.3469
49.7200	4.9889	4.3461
49.7400	4.9892	4.3454
49.7600	4.9890	4.3456
49.7800	4.9895	4.3461
49.8000	4.9894	4.3464
49.8200	4.9892	4.3459
49.8400	4.9892	4.3454
49.8600	4.9894	4.3456
49.8800	4.9892	4.3461
49.9000	4.9894	4.3461
49.9200	4.9894	4.3459
49.9400	4.9895	4.3462
49.9600	4.9894	4.3465
49.9800	4.9894	4.3472
50.0000	4.9892	4.3465
50.0200	4.9892	4.3459
50.0400	4.9892	4.3461
50.0600	4.9892	4.3464
50.0800	4.9894	4.3467
50.1000	4.9889	4.3459
50.1200	4.9890	4.3454
50.1400	4.9894	4.3456
50.1600	4.9889	4.3451
50.1800	4.9890	4.3457
50.2000	4.9895	4.3457
50.2200	4.9890	4.3462
50.2400	4.9894	4.3464
50.2600	4.9895	4.3464
50.2800	4.9892	4.3462
50.3000	4.9892	4.3457
50.3200	4.9895	4.3462
50.3400	4.9894	4.3461
50.3600	4.9890	4.3457
50.3800	4.9895	4.3459
50.4000	4.9895	4.3461
50.4200	4.9894	4.3461
50.4400	4.9892	4.3461
50.4600	4.9894	4.3461
50.4800	4.9894	4.3461
50.5000	4.9892	4.3457
50.5200	4.9895	4.3461
50.5400	4.9892	4.3461
50.5600	4.9894	4.3465
50.5800	4.9892	4.3459
50.6000	4.9889	4.3461
50.6200	4.9895	4.3467
50.6400	4.9895	4.3462
50.6600	4.9890	4.3462
50.6800	4.9892	4.3461
50.7000	4.9894	4.3465
50.7200	4.9892	4.3469
50.7400	4.9892	4.3457
50.7600	4.9890	4.3454
50.7800	4.9892	4.3459
50.8000	4.9895	4.3464
50.8200	4.9899	4.3470
50.8400	4.9895	4.3472
50.8600	4.9892	4.3462
50.8800	4.9895	4.3462
50.9000	4.9894	4.3462
50.9200	4.9892	4.3462
50.9400	4.9897	4.3457
50.9600	4.9894	4.3459
50.9800	4.9892	4.3464
51.0000	4.9892	4.3464
51.0200	4.9894	4.3465
51.0400	4.9894	4.3454
51.0600	4.9895	4.3465
51.0800	4.9890	4.3467
51.1000	4.9890	4.3462
51.1200	4.9895	4.3457
51.1400	4.9894	4.3459
51.1600	4.9895	4.3461
51.1800	4.9894	4.3459
51.2000	4.9895	4.3462
51.2200	4.9890	4.3464
51.2400	4.9895	4.3464
51.2600	4.9894	4.3464
51.2800	4.9894	4.3464
51.3000	4.9894	4.3467
51.3200	4.9895	4.3461
51.3400	4.9892	4.3462
51.3600	4.9892	4.3470
51.3800	4.9894	4.3462
51.4000	4.9894	4.3459
51.4200	4.9892	4.3461
51.4400	4.9894	4.3464
51.4600	4.9894	4.3459
51.4800	4.9892	4.3457
51.5000	4.9894	4.3449
51.5200	4.9895	4.3459
51.5400	4.9897	4.3456
51.5600	4.9890	4.3456
51.5800	4.9895	4.3461
51.6000	4.9894	4.3464
51.6200	4.9894	4.3467
51.6400	4.9890	4.3465
51.6600	4.9894	4.3464
51.6800	4.9892	4.3461
51.7000	4.9894	4.3465
51.7200	4.9894	4.3464
51.7400	4.9894	4.3464
51.7600	4.9894	4.3465
51.7800	4.9889	4.3461
51.8000	4.9889	4.3461
51.8200	4.9895	4.3464
51.8400	4.9894	4.3464
51.8600	4.9894	4.3465
51.8800	4.9890	4.3464
51.9000	4.9890	4.3457
51.9200	4.9895	4.3461
51.9400	4.9897	4.3464
51.9600	4.9892	4.3461
51.9800	4.9892	4.3462
52.0000	4.9892	4.3461
52.0200	4.9892	4.3462
52.0400	4.9894	4.3464
52.0600	4.9890	4.3464
52.0800	4.9890	4.3465
52.1000	4.9895	4.3465
52.1200	4.9895	4.3459
52.1400	4.9890	4.3461
52.1600	4.9895	4.3462
52.1800	4.9894	4.3456
52.2000	4.9895	4.3456
52.2200	4.9894	4.3462
52.2400	4.9895	4.3459
52.2600	4.9895	4.3462
52.2800	4.9895	4.3462
52.3000	4.9895	4.3462
52.3200	4.9895	4.3459
52.3400	4.9895	4.3461
52.3600	4.9894	4.3456
52.3800	4.9895	4.3451
52.4000	4.9895	4.3462
52.4200	4.9894	4.3464
52.4400	4.9890	4.3459
52.4600	4.9894	4.3456
52.4800	4.9894	4.3457
52.5000	4.9890	4.3457
52.5200	4.9894	4.3465
52.5400	4.9892	4.3456
52.5600	4.9892	4.3457
52.5800	4.9890	4.3457
52.6000	4.9894	4.3454
52.6200	4.9889	4.3461
52.6400	4.9894	4.3462
52.6600	4.9894	4.3461
52.6800	4.9892	4.3459
52.7000	4.9892	4.3464
52.7200	4.9892	4.3469
52.7400	4.9894	4.3464
52.7600	4.9895	4.3462
52.7800	4.9894	4.3465
52.8000	4.9894	4.3461
52.8200	4.9892	4.3464
52.8400	4.9889	4.3459
52.8600	4.9890	4.3459
52.8800	4.9895	4.3454
52.9000	4.9892	4.3459
52.9200	4.9894	4.3456
52.9400	4.9892	4.3454
52.9600	4.9894	4.3457
52.9800	4.9894	4.3461
53.0000	4.9890	4.3459
53.0200	4.9892	4.3457
53.0400	4.9895	4.3459
53.0600	4.9895	4.3456
53.0800	4.9892	4.3454
53.1000	4.9895	4.3461
53.1200	4.9889	4.3465
53.1400	4.9894	4.3457
53.1600	4.9890	4.3457
53.1800	4.9897	4.3465
53.2000	4.9892	4.3467
53.2200	4.9894	4.3462
53.2400	4.9892	4.3465
53.2600	4.9889	4.3459
53.2800	4.9892	4.3456
53.3000	4.9895	4.3457
53.3200	4.9895	4.3457
53.3400	4.9890	4.3465
53.3600	4.9892	4.3464
53.3800	4.9897	4.3461
53.4000	4.9892	4.3461
53.4200	4.9894	4.3459
53.4400	4.9894	4.3464
53.4600	4.9892	4.3459
53.4800	4.9894	4.3464
53.5000	4.9894	4.3459
53.5200	4.9892	4.3456
53.5400	4.9892	4.3456
53.5600	4.9894	4.3461
53.5800	4.9889	4.3462
53.6000	4.9892	4.3461
53.6200	4.9895	4.3459
53.6400	4.9892	4.3459
53.6600	4.9894	4.3457
53.6800	4.9892	4.3459
53.7000	4.9890	4.3453
53.7200	4.9890	4.3462
53.7400	4.9895	4.3457
53.7600	4.9892	4.3456
53.7800	4.9892	4.3456
53.8000	4.9890	4.3451
53.8200	4.9894	4.3449
53.8400	4.9892	4.3453
53.8600	4.9892	4.3454
53.8800	4.9897	4.3457
53.9000	4.9889	4.3462
